id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,sinpkt,dinpkt,sjit,djit,tcp_syn_count,tcp_fin_count,tcp_rst_count,sttl,dttl,sloss,dloss,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,udp_packet_rate
1,30.236922025680542,tcp,-,INT,4,4,233,266,0.2645771945043055,7.705810789937898,8.797191717268158,62.375,62.375,4319.560289382935,4319.560289382935,10486.213004059433,10486.213004059433,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Normal,Normal,0.0
2,30.25238585472107,tcp,http,INT,4,4,232,266,0.2644419530551357,7.668816638598935,8.792694939083262,62.25,62.25,4321.769407817295,4321.769407817295,10486.279780457826,10486.279780457826,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,Normal,Normal,0.0
3,30.221009016036987,tcp,http,INT,4,4,232,266,0.26471650882850223,7.676778756026564,8.801823918547699,62.25,62.25,4317.287002290998,4317.287002290998,10486.02505149639,10486.02505149639,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,Normal,Normal,0.0
4,0.04935908317565918,tcp,-,RST,2,3,108,196,101.2984779763026,2188.0471242881363,3970.900336671062,60.8,60.8,12.339770793914795,12.339770793914795,21.249532926545662,21.249532926545662,0.0,2.0,1.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Normal,Normal,0.0
5,20.110935926437378,tcp,https,FIN,10,10,9258,1222,0.9944838009109489,460.3465514416783,60.76296023565898,524.0,524.0,1058.4703119177568,1058.4703119177568,3025.693359624482,3025.693359624482,0.0,2.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,Normal,Normal,0.0
6,40.162853956222534,other,-,CON,21,21,945,945,1.0457424177519843,23.529204399419648,23.529204399419648,45.0,45.0,979.5818038103057,979.5818038103057,999.6368867346082,999.6368867346082,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Normal,Normal,0.0
7,40.40338587760925,tcp,-,INT,22,22,6270,2247,1.0890176415730524,155.18501392415996,55.6141509230602,193.5681818181818,193.5681818181818,939.6136250606802,939.6136250606802,1771.8360053815493,1771.8360053815493,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Normal,Normal,0.0
8,30.132826805114746,tcp,https,INT,6,6,435,423,0.39823678268256996,14.43608337224316,14.03784658956059,71.5,71.5,2739.347891374068,2739.347891374068,5716.4388299376515,5716.4388299376515,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,Normal,Normal,0.0
9,12.228056907653809,tcp,-,RST,5,3,339,174,0.6542331345377224,27.72312907603599,14.229570676195463,64.125,64.125,1746.8652725219727,1746.8652725219727,4119.399915656804,4119.399915656804,0.0,3.0,1.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Normal,Normal,0.0
10,30.10192108154297,tcp,https,INT,2,2,110,132,0.1328818844871866,3.6542518233976318,4.385102188077158,60.5,60.5,10033.973693847656,10033.973693847656,14128.569392290765,14128.569392290765,0.0,0.0,0.0,64,64,0,0,8192,8192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,Normal,Normal,0.0
